Code,Stock,Company,Sector,Market,Price,EPS,ROE,YoY,QoQ,ConQ,TopQ,RYoY,RQoQ,RConQ,RTopQ
03003,JMEDU,JM EDUCATION GROUP BERHAD,Consumer Products & Services,Leap Market,0.450,4.01,26.26,No,No,No,No,No,No,No,No
03008,SLIC,SL INNOVATION CAPITAL BERHAD,Technology,Leap Market,0.410,2.61,26.10,No,No,No,No,No,Yes,No,No
7231,WELLCAL,WELLCALL HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.100,5.90,24.26,No,No,No,No,No,No,No,No
6351,AMWAY,AMWAY (MALAYSIA) HOLDINGS BERHAD,Consumer Products & Services,Main Market,5.740,32.89,23.66,No,No,No,No,Yes,Yes,No,Yes
5246,WPRTS,WESTPORTS HOLDINGS BERHAD,Transportation & Logistics,Main Market,4.400,18.08,23.13,Yes,No,No,Yes,Yes,No,No,Yes
0106,REXIT,REXIT BERHAD,Technology,Ace Market,0.895,5.28,22.95,Yes,Yes,No,No,Yes,Yes,No,No
5614,ILB,INTEGRATED LOGISTICS BHD,Transportation & Logistics,Main Market,0.555,25.07,22.43,Yes,No,No,No,No,No,No,No
6139,TAKAFUL,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,Financial Services,Main Market,4.820,40.27,22.25,No,No,No,No,No,No,No,No
7181,ARBB,ARB BERHAD,Technology,Main Market,0.270,8.17,22.09,Yes,No,No,No,Yes,Yes,No,Yes
03027,MMIS,MMIS BERHAD,Industrial Products & Services,Leap Market,0.270,0.93,21.82,No,No,No,No,No,No,No,Yes
5296,MRDIY,MR D.I.Y. GROUP (M) BERHAD,Consumer Products & Services,Main Market,2.860,7.23,21.19,No,No,No,Yes,No,No,No,Yes
7233,DUFU,DUFU TECHNOLOGY CORP. BERHAD,Industrial Products & Services,Main Market,3.150,9.72,21.12,Yes,No,No,No,Yes,Yes,No,No
0099,SCICOM,SCICOM (MSC) BERHAD,Industrial Products & Services,Main Market,0.910,6.30,21.01,Yes,No,No,Yes,Yes,Yes,No,Yes
5151,HEXTAR,HEXTAR GLOBAL BERHAD,Industrial Products & Services,Main Market,0.855,4.97,20.71,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0198,GDB,GDB HOLDINGS BERHAD,Construction,Main Market,0.935,4.02,20.10,No,No,No,No,Yes,No,No,No
6012,MAXIS,MAXIS BERHAD,Telecommunications & Media,Main Market,5.090,18.16,19.96,No,No,No,No,Yes,No,No,No
03006,NPS,NOVA PHARMA SOLUTIONS BERHAD,Health Care,Leap Market,0.230,1.30,19.95,No,No,No,No,No,No,No,No
5209,GASMSIA,GAS MALAYSIA BERHAD,Utilities,Main Market,2.700,15.68,19.93,Yes,No,No,No,No,No,No,No
6645,LITRAK,LINGKARAN TRANS KOTA HOLDINGS BERHAD,Transportation & Logistics,Main Market,4.200,41.84,19.79,No,No,No,No,No,No,No,No
7089,LIIHEN,LII HEN INDUSTRIES BHD.,Consumer Products & Services,Main Market,3.910,44.05,19.41,Yes,No,No,Yes,Yes,No,No,Yes
6874,KUB,KUB MALAYSIA BERHAD,Industrial Products & Services,Main Market,0.605,13.23,19.17,Yes,Yes,No,No,No,No,No,No
0829EA,CHINAETF-MYR,TRADEPLUS S&P NEW CHINA TRACKER-MYR,ETF-Equity,ETF,7.870,174.37,18.98,No,No,No,No,No,No,No,No
8125,DAIBOCI,DAIBOCHI BERHAD,Industrial Products & Services,Main Market,2.600,14.54,18.88,Yes,Yes,No,No,Yes,Yes,No,No
03028,ACEINNO,ACE INNOVATE ASIA BERHAD,Industrial Products & Services,Leap Market,0.360,2.24,18.68,No,No,No,Yes,No,No,No,No
8621,LPI,LPI CAPITAL BHD,Financial Services,Main Market,13.860,82.36,18.67,Yes,No,No,No,Yes,No,No,No
5102,GCB,GUAN CHONG BERHAD,Consumer Products & Services,Main Market,2.780,21.33,18.62,No,No,No,No,Yes,Yes,No,No
0040,OPENSYS,OPENSYS (M) BERHAD,Technology,Ace Market,0.580,2.77,18.48,Yes,Yes,No,No,No,No,No,No
0128,FRONTKN,FRONTKEN CORPORATION BERHAD,Technology,Main Market,3.300,7.30,18.24,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0213,MTAG,MTAG GROUP BERHAD,Industrial Products & Services,Ace Market,0.720,5.06,18.07,No,No,No,Yes,No,No,No,Yes
5279,SERBADK,SERBA DINAMIK HOLDINGS BERHAD,Energy,Main Market,1.740,16.83,17.90,Yes,Yes,No,Yes,Yes,Yes,No,Yes
03018,SUPREME,SUPREME CONSOLIDATED RESOURCES BERHAD,Consumer Products & Services,Leap Market,0.650,10.81,17.59,No,No,No,No,No,No,No,No
1562,BJTOTO,BERJAYA SPORTS TOTO BERHAD,Consumer Products & Services,Main Market,2.250,10.00,17.55,No,No,No,No,No,No,No,No
5216,DSONIC,DATASONIC GROUP BERHAD,Technology,Main Market,0.595,1.66,17.43,No,No,No,No,No,No,No,No
5147,SAMCHEM,SAMCHEM HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.050,10.84,17.21,Yes,Yes,No,Yes,Yes,No,No,No
7087,MAGNI,MAGNI-TECH INDUSTRIES BERHAD,Consumer Products & Services,Main Market,2.270,25.12,16.97,No,No,No,No,No,No,No,No
0097,VITROX,VITROX CORPORATION BERHAD,Technology,Main Market,14.240,19.38,16.79,Yes,No,Yes,Yes,Yes,Yes,No,Yes
5163,SEB,SEREMBAN ENGINEERING BERHAD,Industrial Products & Services,Main Market,0.710,4.68,16.70,Yes,Yes,No,No,Yes,No,No,No
9237,SCIB,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,Industrial Products & Services,Main Market,5.180,18.40,16.58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7237,PWROOT,POWER ROOT BERHAD,Consumer Products & Services,Main Market,2.040,10.60,16.57,Yes,No,No,No,No,No,No,No
7022,GTRONIC,GLOBETRONICS TECHNOLOGY BERHAD,Technology,Main Market,2.670,7.24,16.46,No,No,No,No,No,No,No,No
0221,TCS,TCS GROUP HOLDINGS BERHAD,Construction,Ace Market,0.545,4.14,16.33,No,No,No,Yes,No,No,No,Yes
7145,AGES,AGESON BERHAD,Construction,Main Market,0.130,4.22,16.25,Yes,No,No,No,No,Yes,No,No
6033,PETGAS,PETRONAS GAS BERHAD,Utilities,Main Market,17.480,100.65,15.95,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
8303,LOTUS,LOTUS KFM BERHAD,Consumer Products & Services,Main Market,0.260,1.27,15.93,No,No,No,No,No,No,No,No
3069,MFCB,MEGA FIRST CORPORATION BERHAD,Utilities,Main Market,6.820,63.02,15.83,Yes,Yes,No,Yes,Yes,Yes,No,No
7153,KOSSAN,KOSSAN RUBBER INDUSTRIES BERHAD,Health Care,Main Market,4.900,23.68,15.71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5139,AEONCR,AEON CREDIT SERVICE (M) BERHAD,Financial Services,Main Market,12.380,92.60,15.51,No,No,No,No,Yes,No,No,No
3689,F&N,FRASER & NEAVE HOLDINGS BHD,Consumer Products & Services,Main Market,32.500,111.89,15.24,Yes,No,No,No,No,No,No,No
5277,FPGROUP,FOUNDPAC GROUP BERHAD,Industrial Products & Services,Main Market,0.945,2.78,15.19,Yes,No,No,No,Yes,No,No,No
4731,SCIENTX,SCIENTEX BERHAD,Industrial Products & Services,Main Market,12.100,75.48,15.19,Yes,No,No,Yes,Yes,No,No,Yes
9172,FPI,FORMOSA PROSONIC INDUSTRIES BERHAD,Consumer Products & Services,Main Market,2.230,19.69,15.15,Yes,No,No,Yes,No,No,No,Yes
9296,RCECAP,RCE CAPITAL BERHAD,Financial Services,Main Market,2.420,30.29,15.07,Yes,No,No,Yes,Yes,No,No,Yes
0201,NOVA,NOVA WELLNESS GROUP BERHAD,Health Care,Ace Market,0.895,4.36,15.05,Yes,No,No,No,Yes,Yes,No,No
2828,CIHLDG,C.I. HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.750,22.34,14.89,Yes,Yes,No,Yes,Yes,Yes,No,No
03024,CETECH,CE TECHNOLOGY BERHAD,Industrial Products & Services,Leap Market,0.750,2.21,14.74,No,No,No,Yes,No,No,No,Yes
7062,KHIND,KHIND HOLDINGS BERHAD,Consumer Products & Services,Main Market,2.770,56.70,14.69,Yes,Yes,No,No,Yes,Yes,No,Yes
5286,MI,MI TECHNOVATION BERHAD,Technology,Main Market,3.650,7.77,14.67,Yes,No,No,No,Yes,Yes,No,No
5295,INNATURE,INNATURE BERHAD,Consumer Products & Services,Main Market,0.540,2.89,14.67,No,No,No,No,No,No,No,No
4316,SHCHAN,SIN HENG CHAN (MALAYA) BERHAD,Plantation,Main Market,0.520,6.57,14.61,Yes,No,No,No,Yes,Yes,No,No
7160,PENTA,PENTAMASTER CORPORATION BERHAD,Technology,Main Market,5.080,10.01,14.60,No,No,No,No,No,No,No,No
3034,HAPSENG,HAP SENG CONSOLIDATED BERHAD,Industrial Products & Services,Main Market,8.210,43.39,14.41,Yes,No,No,No,No,No,No,No
7293,YINSON,YINSON HOLDINGS BERHAD,Energy,Main Market,5.700,24.20,14.40,Yes,No,No,Yes,Yes,Yes,No,No
5100,BPPLAS,BP PLASTICS HOLDING BHD,Industrial Products & Services,Main Market,1.430,15.50,14.35,Yes,Yes,No,No,No,No,No,No
7277,DIALOG,DIALOG GROUP BERHAD,Energy,Main Market,3.360,10.85,14.31,Yes,No,No,No,No,No,No,No
5169,HOHUP,HO HUP CONSTRUCTION COMPANY BHD,Construction,Main Market,0.465,16.31,14.31,Yes,No,No,No,No,No,No,No
0011,BTECH,BRITE-TECH BERHAD,Utilities,Ace Market,0.540,3.37,14.04,Yes,Yes,No,No,No,No,No,No
0166,INARI,INARI AMERTRON BERHAD,Technology,Main Market,2.460,5.40,14.04,No,No,No,Yes,No,No,No,Yes
8079,LEESK,LEE SWEE KIAT GROUP BERHAD,Consumer Products & Services,Main Market,0.980,4.87,13.90,No,No,No,Yes,No,No,No,Yes
0002,KOTRA,KOTRA INDUSTRIES BERHAD,Health Care,Main Market,3.000,18.18,13.88,Yes,No,No,No,Yes,No,No,No
03013,TOPVISN,TOPVISION EYE SPECIALIST BERHAD,Health Care,Leap Market,0.745,1.04,13.73,No,No,No,No,No,No,No,No
7152,JAYCORP,JAYCORP BERHAD,Consumer Products & Services,Main Market,1.670,17.98,13.72,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0157,FOCUSP,FOCUS POINT HOLDINGS BERHAD,Consumer Products & Services,Ace Market,0.890,4.52,13.68,Yes,No,No,Yes,No,No,No,No
2089,UTDPLT,UNITED PLANTATIONS BERHAD,Plantation,Main Market,14.440,86.55,13.59,Yes,Yes,No,No,No,No,No,No
0215,SLVEST,SOLARVEST HOLDINGS BERHAD,Industrial Products & Services,Ace Market,2.010,2.98,13.56,No,Yes,No,Yes,No,No,No,No
5236,MATRIX,MATRIX CONCEPTS HOLDINGS BERHAD,Property,Main Market,1.800,27.21,13.47,No,No,No,Yes,Yes,No,No,No
03001,CLOUD,CLOUDARON GROUP BERHAD,Technology,Leap Market,0.020,1.22,13.33,No,No,No,No,No,No,No,No
7247,SCGM,SCGM BHD,Industrial Products & Services,Main Market,2.440,12.06,13.23,Yes,Yes,No,Yes,No,No,No,Yes
03032,ASTRA,ASTRAMINA GROUP BERHAD,Consumer Products & Services,Leap Market,0.370,3.41,13.13,No,No,No,Yes,No,No,No,Yes
7155,SKPRES,SKP RESOURCES BHD,Industrial Products & Services,Main Market,2.070,6.91,13.04,No,No,No,Yes,Yes,Yes,No,Yes
3719,PANAMY,PANASONIC MANUFACTURING MALAYSIA BERHAD,Consumer Products & Services,Main Market,31.920,159.01,13.00,No,No,No,Yes,No,No,No,Yes
5143,LUXCHEM,LUXCHEM CORPORATION BERHAD,Industrial Products & Services,Main Market,0.795,4.61,12.82,Yes,No,No,Yes,No,No,No,No
5274,HLCAP,HONG LEONG CAPITAL BERHAD,Financial Services,Main Market,6.460,46.99,12.74,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5248,BAUTO,BERMAZ AUTO BERHAD,Consumer Products & Services,Main Market,1.440,5.47,12.71,No,No,No,No,No,No,No,No
8176,ATAIMS,ATA IMS BERHAD,Industrial Products & Services,Main Market,2.340,7.70,12.63,No,No,No,Yes,Yes,No,No,Yes
7047,FAJAR,FAJARBARU BUILDER GROUP BHD,Construction,Main Market,0.500,10.82,12.51,No,No,No,No,No,No,No,No
1481,ASB,ADVANCE SYNERGY BERHAD,Consumer Products & Services,Main Market,0.160,5.98,12.47,Yes,No,No,No,No,No,No,No
9466,KKB,KKB ENGINEERING BERHAD,Industrial Products & Services,Main Market,1.700,16.48,12.39,Yes,No,No,No,No,No,No,No
1163,ALLIANZ,ALLIANZ MALAYSIA BERHAD,Financial Services,Main Market,14.800,287.97,12.36,Yes,No,No,No,Yes,No,No,Yes
7130,KPOWER,KPOWER BERHAD,Consumer Products & Services,Main Market,5.940,17.68,12.28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7167,JOHOTIN,JOHORE TIN BERHAD,Consumer Products & Services,Main Market,1.960,14.24,12.27,No,Yes,No,Yes,No,No,No,No
6971,KOBAY,KOBAY TECHNOLOGY BERHAD,Industrial Products & Services,Main Market,2.500,24.33,12.23,Yes,Yes,No,No,Yes,No,No,No
5263,SUNCON,SUNWAY CONSTRUCTION GROUP BERHAD,Construction,Main Market,1.900,5.74,12.21,No,No,No,No,No,No,No,No
7090,AHEALTH,APEX HEALTHCARE BERHAD,Health Care,Main Market,3.560,11.71,12.20,Yes,No,No,No,Yes,No,No,No
5077,MAYBULK,MALAYSIAN BULK CARRIERS BERHAD,Transportation & Logistics,Main Market,0.595,4.07,12.19,No,No,No,No,No,No,No,No
5028,HTPADU,HEITECH PADU BERHAD,Technology,Main Market,1.600,14.13,12.18,Yes,Yes,No,No,No,No,No,No
8923,JIANKUN,JIANKUN INTERNATIONAL BERHAD,Property,Main Market,0.595,4.37,12.13,Yes,No,No,No,Yes,No,No,Yes
2658,AJI,AJINOMOTO (MALAYSIA) BERHAD,Consumer Products & Services,Main Market,15.580,98.08,12.06,Yes,No,No,No,No,No,No,No
5272,RANHILL,RANHILL UTILITIES BERHAD,Utilities,Main Market,0.850,6.55,11.91,Yes,No,No,No,No,No,No,No
7035,CCK,CCK CONSOLIDATED HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.610,5.48,11.90,No,No,No,No,No,No,No,No
8869,PMETAL,PRESS METAL ALUMINIUM HOLDINGS BERHAD,Industrial Products & Services,Main Market,7.900,11.05,11.88,No,No,No,No,No,No,No,No
9598,PTARAS,PINTARAS JAYA BHD,Construction,Main Market,2.770,23.31,11.54,Yes,No,No,No,No,No,No,No
03012,BABA,BABA ECO GROUP BERHAD,Consumer Products & Services,Leap Market,0.170,2.19,11.39,No,No,No,No,No,No,No,No
5276,DANCO,DANCOMECH HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.660,4.96,11.26,No,No,No,Yes,Yes,Yes,Yes,Yes
9954,RGTBHD,RGT BERHAD,Industrial Products & Services,Main Market,0.655,1.35,11.20,Yes,Yes,No,Yes,Yes,Yes,No,Yes
1295,PBBANK,PUBLIC BANK BERHAD,Financial Services,Main Market,21.680,132.13,11.13,No,No,No,No,No,No,No,No
7205,COCOLND,COCOALAND HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.760,12.91,11.13,No,No,No,No,No,No,No,No
0146,JFTECH,JF TECHNOLOGY BERHAD,Technology,Ace Market,4.500,4.42,11.10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
7198,DPS,DPS RESOURCES BERHAD,Property,Main Market,0.145,2.44,11.10,Yes,Yes,No,No,Yes,Yes,No,Yes
0036,KGROUP,KEY ALLIANCE GROUP BERHAD,Technology,Ace Market,0.055,1.41,11.07,Yes,Yes,No,Yes,Yes,Yes,No,No
0084,TECFAST,TECHFAST HOLDINGS BERHAD,Industrial Products & Services,Ace Market,0.480,1.33,10.92,Yes,No,No,No,No,No,No,No
6262,INNO,INNOPRISE PLANTATIONS BERHAD,Plantation,Main Market,1.120,7.64,10.91,Yes,Yes,No,Yes,Yes,Yes,No,No
9822,SAM,SAM ENGINEERING & EQUIPMENT (M) BERHAD,Industrial Products & Services,Main Market,7.250,47.17,10.82,No,No,No,No,Yes,No,No,No
7668,HAIO,HAI-O ENTERPRISE BERHAD,Consumer Products & Services,Main Market,2.350,11.57,10.81,No,No,Yes,No,No,No,No,No
0151,KGB,KELINGTON GROUP BERHAD,Industrial Products & Services,Main Market,1.600,5.38,10.73,No,No,No,No,No,No,No,No
3867,MPI,MALAYSIAN PACIFIC INDUSTRIES BERHAD,Technology,Main Market,24.980,81.71,10.70,Yes,Yes,No,Yes,Yes,Yes,No,Yes
7180,SERNKOU,SERN KOU RESOURCES BERHAD,Consumer Products & Services,Main Market,1.860,6.90,10.62,Yes,No,No,Yes,Yes,Yes,No,Yes
5162,VSTECS,VSTECS BERHAD,Technology,Main Market,2.080,19.24,10.52,Yes,Yes,No,No,Yes,Yes,No,No
5031,TIMECOM,TIME DOTCOM BERHAD,Telecommunications & Media,Main Market,13.400,51.15,10.48,No,No,No,No,Yes,Yes,No,Yes
5184,CYPARK,CYPARK RESOURCES BERHAD,Industrial Products & Services,Main Market,1.310,18.34,10.48,No,No,No,No,No,No,No,No
5258,BIMB,BIMB HOLDINGS BERHAD,Financial Services,Main Market,4.400,37.87,10.40,No,No,No,No,Yes,No,No,No
5084,IBRACO,IBRACO BERHAD,Property,Main Market,0.530,8.00,10.39,Yes,No,No,No,Yes,No,No,No
5106,AXREIT,AXIS REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,2.020,15.27,10.30,Yes,Yes,No,No,Yes,Yes,Yes,No
4863,TM,TELEKOM MALAYSIA BERHAD,Telecommunications & Media,Main Market,5.300,18.70,10.26,No,Yes,Yes,Yes,No,No,No,No
03016,CRG,CRG INCORPORATED BERHAD,Consumer Products & Services,Leap Market,0.075,0.91,10.17,No,No,No,No,No,No,No,No
2755,FCW,FCW HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.010,6.91,10.16,Yes,No,No,No,No,No,No,No
0127,JHM,JHM CONSOLIDATION BERHAD,Technology,Main Market,1.800,3.78,9.95,No,No,No,No,No,No,No,Yes
2283,ZELAN,ZELAN BERHAD,Construction,Main Market,0.110,0.60,9.93,Yes,No,No,No,No,No,No,No
5255,ICON,ICON OFFSHORE BERHAD,Energy,Main Market,0.115,1.32,9.93,Yes,Yes,No,No,Yes,No,No,No
5042,TSRCAP,TSR CAPITAL BERHAD,Construction,Main Market,0.285,9.78,9.88,Yes,No,No,No,No,No,No,No
0205,DPIH,DPI HOLDINGS BERHAD,Consumer Products & Services,Ace Market,0.270,1.58,9.87,Yes,No,No,Yes,Yes,No,No,Yes
5126,SOP,SARAWAK OIL PALMS BERHAD,Plantation,Main Market,3.970,40.68,9.85,Yes,Yes,No,Yes,No,No,No,No
0220,OVH,OCEAN VANTAGE HOLDINGS BERHAD,Energy,Ace Market,0.480,1.57,9.80,No,No,No,No,No,No,No,No
9075,THETA,THETA EDGE BERHAD,Technology,Main Market,0.465,6.14,9.75,Yes,Yes,No,No,Yes,Yes,No,No
7052,PADINI,PADINI HOLDINGS BERHAD,Consumer Products & Services,Main Market,3.000,11.59,9.74,No,No,No,No,No,No,No,No
5160,HOMERIZ,HOMERITZ CORPORATION BERHAD,Consumer Products & Services,Main Market,0.730,5.73,9.72,Yes,No,No,No,Yes,No,No,Yes
7439,TECGUAN,TECK GUAN PERDANA BERHAD,Consumer Products & Services,Main Market,1.470,14.29,9.72,No,Yes,No,No,Yes,Yes,No,Yes
7088,POHUAT,POH HUAT RESOURCES HOLDINGS BERHAD,Consumer Products & Services,Main Market,1.750,16.05,9.64,No,No,No,No,No,No,No,No
0210,KHJB,KIM HIN JOO (MALAYSIA) BERHAD,Consumer Products & Services,Ace Market,0.225,1.91,9.48,No,No,No,No,No,No,No,No
7230,TOMEI,TOMEI CONSOLIDATED BERHAD,Consumer Products & Services,Main Market,0.840,16.00,9.47,Yes,Yes,No,Yes,No,No,No,Yes
5208,EITA,EITA RESOURCES BERHAD,Industrial Products & Services,Main Market,1.900,13.30,9.37,No,No,No,No,No,No,No,No
7029,MASTER,MASTER-PACK GROUP BERHAD,Industrial Products & Services,Main Market,1.880,18.96,9.34,No,No,No,No,No,No,No,No
0168,BOILERM,BOILERMECH HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.060,3.91,9.30,No,No,No,No,No,No,No,No
5027,KMLOONG,KIM LOONG RESOURCES BERHAD,Plantation,Main Market,1.610,7.69,9.26,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
7050,WONG,WONG ENGINEERING CORPORATION BERHAD,Industrial Products & Services,Main Market,0.745,5.80,9.21,Yes,No,No,No,Yes,No,No,Yes
7148,DPHARMA,DUOPHARMA BIOTECH BERHAD,Health Care,Main Market,3.710,7.71,9.18,Yes,No,No,No,Yes,No,No,No
03033,SGBHD,SUPERGENICS BERHAD,Industrial Products & Services,Leap Market,0.300,1.30,9.13,No,No,No,No,No,No,No,No
5135,SWKPLNT,SARAWAK PLANTATION BERHAD,Plantation,Main Market,2.280,19.07,9.13,Yes,Yes,No,Yes,Yes,Yes,No,Yes
4022,MAXIM,MAXIM GLOBAL BERHAD,Property,Main Market,0.325,5.18,9.02,Yes,No,No,Yes,Yes,No,No,No
7803,RUBEREX,RUBBEREX CORPORATION (M) BERHAD,Industrial Products & Services,Main Market,1.580,9.09,9.00,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
1082,HLFG,HONG LEONG FINANCIAL GROUP BERHAD,Financial Services,Main Market,18.600,170.31,8.96,Yes,Yes,No,Yes,Yes,Yes,No,Yes
7161,KERJAYA,KERJAYA PROSPEK GROUP BERHAD,Construction,Main Market,1.040,7.97,8.96,No,No,No,No,No,No,No,No
5029,FAREAST,FAR EAST HOLDINGS BERHAD,Plantation,Main Market,2.850,17.45,8.95,Yes,Yes,No,No,Yes,Yes,No,Yes
1155,MAYBANK,MALAYAN BANKING BERHAD,Financial Services,Main Market,8.850,65.77,8.88,No,No,No,No,No,No,No,No
0200,REVENUE,REVENUE GROUP BERHAD,Technology,Ace Market,1.250,1.69,8.87,No,No,No,No,Yes,Yes,No,No
6815,EUPE,EUPE CORPORATION BERHAD,Property,Main Market,0.750,25.55,8.87,No,No,No,Yes,No,No,No,Yes
0188,HLT,HLT GLOBAL BERHAD,Industrial Products & Services,Ace Market,1.150,1.24,8.84,Yes,No,No,No,Yes,Yes,No,Yes
7248,SLP,SLP RESOURCES BERHAD,Industrial Products & Services,Main Market,0.945,5.16,8.82,No,No,Yes,No,No,No,No,No
5200,UOADEV,UOA DEVELOPMENT BHD,Property,Main Market,1.720,22.07,8.72,Yes,No,No,Yes,No,No,No,No
0193,KAB,KEJURUTERAAN ASASTERA BERHAD,Industrial Products & Services,Main Market,1.020,0.70,8.72,No,No,No,No,Yes,No,No,No
5006,STELLA,STELLA HOLDINGS BERHAD,Construction,Main Market,0.820,6.17,8.70,Yes,Yes,No,No,No,No,No,No
0216,SPRING,SPRING ART HOLDINGS BERHAD,Consumer Products & Services,Ace Market,0.360,1.47,8.66,No,No,No,No,No,Yes,No,Yes
5878,KPJ,KPJ HEALTHCARE BERHAD,Health Care,Main Market,0.995,3.81,8.65,No,No,No,No,No,No,No,No
3301,HLIND,HONG LEONG INDUSTRIES BERHAD,Consumer Products & Services,Main Market,8.900,47.81,8.63,No,No,No,No,No,No,No,No
7225,PA,P.A. RESOURCES BERHAD,Industrial Products & Services,Main Market,0.185,0.53,8.60,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0001,SCOMNET,SUPERCOMNET TECHNOLOGIES BERHAD,Industrial Products & Services,Ace Market,1.820,2.92,8.60,Yes,Yes,No,No,Yes,Yes,No,Yes
7204,D&O,D&O GREEN TECHNOLOGIES BERHAD,Technology,Main Market,1.830,2.88,8.59,No,No,No,Yes,Yes,No,No,Yes
0018,LAMBO,LAMBO GROUP BERHAD,Technology,Ace Market,0.040,0.56,8.55,Yes,No,No,Yes,No,No,No,No
5819,HLBANK,HONG LEONG BANK BERHAD,Financial Services,Main Market,18.840,116.94,8.53,No,No,No,Yes,Yes,Yes,No,Yes
0012,3A,THREE-A RESOURCES BERHAD,Consumer Products & Services,Main Market,0.935,6.38,8.52,Yes,Yes,No,No,No,No,No,No
7031,AMTEL,AMTEL HOLDINGS BERHAD,Telecommunications & Media,Main Market,1.780,8.21,8.38,Yes,No,No,No,No,No,No,Yes
0065,EFORCE,EXCEL FORCE MSC BERHAD,Technology,Main Market,0.470,1.40,8.21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5032,BIPORT,BINTULU PORT HOLDINGS BERHAD,Transportation & Logistics,Main Market,3.800,24.32,8.16,No,No,No,No,No,No,No,No
5141,DAYANG,DAYANG ENTERPRISE HOLDINGS BERHAD,Energy,Main Market,1.260,11.56,8.14,No,No,No,No,No,No,No,No
0069,VIVOCOM,VIVOCOM INTL HOLDINGS BERHAD,Technology,Ace Market,0.715,0.65,8.13,Yes,No,No,No,Yes,Yes,No,No
1066,RHBBANK,RHB BANK BERHAD,Financial Services,Main Market,5.690,55.23,8.11,No,No,No,No,No,No,No,No
5219,PESTECH,PESTECH INTERNATIONAL BERHAD,Industrial Products & Services,Main Market,0.910,6.65,8.03,No,No,No,No,Yes,Yes,No,No
1961,IOICORP,IOI CORPORATION BERHAD,Plantation,Main Market,4.470,11.61,7.90,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
5152,MBL,MUAR BAN LEE GROUP BERHAD,Industrial Products & Services,Main Market,0.625,5.76,7.89,No,No,No,No,Yes,No,No,Yes
7216,KAWAN,KAWAN FOOD BERHAD,Consumer Products & Services,Main Market,2.030,7.37,7.84,Yes,Yes,No,No,Yes,Yes,No,No
5008,HARISON,HARRISONS HOLDINGS (MALAYSIA) BERHAD,Consumer Products & Services,Main Market,3.900,36.97,7.80,Yes,Yes,Yes,Yes,Yes,No,No,Yes
0094,INIX,INIX TECHNOLOGIES HOLDINGS BERHAD,Technology,Ace Market,0.445,0.60,7.78,Yes,Yes,No,No,No,No,No,No
7077,KPPROP,KERJAYA PROSPEK PROPERTY BERHAD,Property,Main Market,0.760,13.06,7.78,Yes,Yes,Yes,Yes,Yes,Yes,No,No
0222,OPTIMAX,OPTIMAX HOLDINGS BERHAD,Health Care,Ace Market,0.870,1.76,7.76,No,No,No,Yes,No,No,No,Yes
0196,QES,QES GROUP BERHAD,Industrial Products & Services,Ace Market,0.295,1.00,7.70,Yes,Yes,No,No,No,No,No,No
0108,N2N,N2N CONNECT BERHAD,Technology,Ace Market,0.745,3.68,7.66,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
5069,BLDPLNT,BLD PLANTATION BHD.,Plantation,Main Market,8.000,48.22,7.62,Yes,Yes,No,Yes,Yes,Yes,No,No
8273,PPHB,PUBLIC PACKAGES HOLDINGS BHD,Industrial Products & Services,Main Market,1.120,10.51,7.56,No,No,No,Yes,No,No,No,No
5908,DKSH,DKSH HOLDINGS (MALAYSIA) BERHAD,Consumer Products & Services,Main Market,3.490,31.01,7.50,Yes,No,No,No,No,No,No,No
7235,SUPERLN,SUPERLON HOLDINGS BERHAD,Industrial Products & Services,Main Market,1.000,6.21,7.46,Yes,No,No,No,No,No,No,No
0219,RL,RESERVOIR LINK ENERGY BHD,Energy,Ace Market,0.490,1.98,7.44,No,No,No,No,No,No,No,Yes
0023,IFCAMSC,IFCA MSC BERHAD,Technology,Ace Market,0.410,1.41,7.43,No,Yes,No,No,No,No,No,No
