Code,Stock,Company,Sector,Market,Price,EPS,ROE,YoY,QoQ,ConQ,TopQ,RYoY,RQoQ,RConQ,RTopQ
0207,MESTRON,MESTRON HOLDINGS BERHAD,Industrial Products & Services,Ace Market,0.180,0.59,7.41,Yes,No,No,Yes,No,No,No,Yes
5289,TECHBND,TECHBOND GROUP BERHAD,Industrial Products & Services,Main Market,1.260,4.50,7.38,Yes,No,No,No,No,No,No,Yes
0212,SDS,SDS GROUP BERHAD,Consumer Products & Services,Ace Market,0.255,1.25,7.38,No,No,No,Yes,No,No,No,No
0209,ISTONE,I-STONE GROUP BERHAD,Technology,Ace Market,0.220,0.44,7.37,No,No,No,No,No,No,No,No
7084,QL,QL RESOURCES BERHAD,Consumer Products & Services,Main Market,5.840,9.87,7.36,Yes,Yes,No,No,Yes,No,No,No
0171,PLABS,PETERLABS HOLDINGS BERHAD,Consumer Products & Services,Ace Market,0.235,1.78,7.31,Yes,No,No,No,No,No,No,No
5133,PENERGY,PETRA ENERGY BERHAD,Energy,Main Market,1.130,8.62,7.31,No,No,No,No,No,No,No,No
5983,MBMR,MBM RESOURCES BHD,Consumer Products & Services,Main Market,3.370,32.76,7.30,No,No,No,No,No,No,No,Yes
0090,ELSOFT,ELSOFT RESEARCH BERHAD,Technology,Main Market,0.620,1.17,7.29,No,No,No,No,No,No,No,No
5293,AME,AME ELITE CONSORTIUM BERHAD,Construction,Main Market,2.200,10.85,7.28,No,No,No,No,No,No,No,Yes
7091,UNIMECH,UNIMECH GROUP BERHAD,Industrial Products & Services,Main Market,1.330,13.15,7.26,No,No,No,No,No,No,No,No
6483,KENANGA,KENANGA INVESTMENT BANK BERHAD,Financial Services,Main Market,0.940,9.89,7.22,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5065,ORNA,ORNAPAPER BERHAD,Industrial Products & Services,Main Market,1.590,17.39,7.13,Yes,No,No,No,No,No,No,No
2445,KLK,KUALA LUMPUR KEPONG BERHAD,Plantation,Main Market,23.880,71.47,7.12,Yes,Yes,No,No,Yes,Yes,No,No
1996,KRETAM,KRETAM HOLDINGS BERHAD,Plantation,Main Market,0.555,1.95,7.09,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5116,ALAQAR,AL-`AQAR HEALTHCARE REIT,Real Estate Investment Trusts,Main Market,1.310,9.31,7.07,No,No,No,No,No,No,No,No
1899,BKAWAN,BATU KAWAN BERHAD,Plantation,Main Market,17.780,104.44,7.07,Yes,No,No,No,Yes,No,No,No
4588,UMW,UMW HOLDINGS BERHAD,Consumer Products & Services,Main Market,3.350,22.91,7.05,No,No,No,No,No,No,No,No
5131,ZHULIAN,ZHULIAN CORPORATION BERHAD,Consumer Products & Services,Main Market,1.580,9.20,7.03,No,No,No,No,No,No,No,No
5053,OSK,OSK HOLDINGS BERHAD,Property,Main Market,0.905,17.76,7.02,No,No,No,No,No,No,No,No
7229,FAVCO,FAVELLE FAVCO BERHAD,Industrial Products & Services,Main Market,2.190,22.38,7.02,No,No,No,No,No,No,No,No
5134,SAB,SOUTHERN ACIDS (M) BERHAD,Industrial Products & Services,Main Market,3.760,32.17,7.01,Yes,Yes,No,No,Yes,Yes,No,No
0190,ESAFE,EVERSAFE RUBBER BERHAD,Industrial Products & Services,Ace Market,0.255,1.89,6.89,Yes,No,No,Yes,No,No,No,No
2488,ABMB,ALLIANCE BANK MALAYSIA BERHAD,Financial Services,Main Market,2.990,28.44,6.87,Yes,No,No,No,Yes,No,No,Yes
0192,INTA,INTA BINA GROUP BERHAD,Construction,Main Market,0.315,1.80,6.86,No,No,No,No,No,No,No,No
5228,ELKDESA,ELK-DESA RESOURCES BERHAD,Financial Services,Main Market,1.460,9.79,6.85,No,No,No,Yes,Yes,No,No,No
7076,CBIP,CB INDUSTRIAL PRODUCT HOLDING BERHAD,Industrial Products & Services,Main Market,1.120,10.01,6.81,Yes,Yes,No,No,Yes,Yes,No,No
0136,GREENYB,GREENYIELD BERHAD,Consumer Products & Services,Main Market,0.185,1.18,6.81,Yes,Yes,No,No,No,No,No,No
3514,MARCO,MARCO HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.125,1.36,6.81,Yes,No,No,No,No,No,No,Yes
8966,PRLEXUS,PROLEXUS BERHAD,Consumer Products & Services,Main Market,1.540,9.58,6.79,No,No,No,No,No,No,No,No
5159,YOCB,YOONG ONN CORPORATION BERHAD,Consumer Products & Services,Main Market,0.915,10.25,6.79,No,No,No,No,No,No,No,No
7107,OFI,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.870,5.62,6.78,Yes,Yes,No,No,Yes,Yes,No,No
5436,PERSTIM,PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,Industrial Products & Services,Main Market,3.680,28.34,6.76,No,No,No,Yes,No,No,No,No
5285,SIMEPLT,SIME DARBY PLANTATION BERHAD,Plantation,Main Market,5.150,13.32,6.76,Yes,Yes,No,No,Yes,Yes,No,No
0008,WILLOW,WILLOWGLEN MSC BERHAD,Technology,Main Market,0.440,2.30,6.75,No,No,No,No,Yes,Yes,No,No
0186,PTRANS,PERAK TRANSIT BERHAD,Consumer Products & Services,Main Market,0.275,2.09,6.71,Yes,No,No,Yes,No,No,No,Yes
9113,ICONIC,ICONIC WORLDWIDE BERHAD,Consumer Products & Services,Main Market,0.540,2.48,6.71,Yes,No,No,No,Yes,No,No,Yes
5827,OIB,ORIENTAL INTEREST BERHAD,Property,Main Market,1.970,20.21,6.67,No,No,No,No,No,No,No,No
6963,VS,V.S. INDUSTRY BERHAD,Industrial Products & Services,Main Market,2.630,6.13,6.66,No,No,No,Yes,No,No,No,No
6939,FIAMMA,FIAMMA HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.550,6.90,6.64,Yes,No,No,No,Yes,No,No,Yes
0199,TRIMODE,TRI-MODE SYSTEM (M) BERHAD,Transportation & Logistics,Ace Market,0.520,3.02,6.56,Yes,Yes,No,No,Yes,No,No,No
8443,HIL,HIL INDUSTRIES BERHAD,Industrial Products & Services,Main Market,1.150,7.09,6.50,Yes,No,No,Yes,No,No,No,Yes
7103,SPRITZER,SPRITZER BHD,Consumer Products & Services,Main Market,2.020,13.21,6.46,No,No,No,Yes,No,No,No,No
9881,LSTEEL,LEADER STEEL HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.670,7.30,6.46,Yes,No,No,No,No,No,No,No
5283,EWINT,ECO WORLD INTERNATIONAL BERHAD,Property,Main Market,0.515,7.55,6.40,Yes,No,No,No,Yes,Yes,No,Yes
5264,MALAKOF,MALAKOFF CORPORATION BERHAD,Utilities,Main Market,0.910,7.03,6.39,Yes,No,No,No,No,No,No,No
7178,YSPSAH,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,Health Care,Main Market,2.290,15.30,6.38,No,No,No,No,Yes,No,No,No
1015,AMBANK,AMMB HOLDINGS BERHAD,Financial Services,Main Market,3.660,40.88,6.37,No,No,No,No,No,No,No,No
6432,APOLLO,APOLLO FOOD HOLDINGS BERHAD,Consumer Products & Services,Main Market,3.790,19.64,6.34,No,Yes,No,No,No,No,No,No
5227,IGBREIT,IGB REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,1.780,6.74,6.31,No,No,No,No,No,No,No,No
2062,HARBOUR,HARBOUR-LINK GROUP BERHAD,Transportation & Logistics,Main Market,0.795,6.75,6.31,Yes,Yes,No,No,No,No,No,No
3298,HEXZA,HEXZA CORPORATION BERHAD,Industrial Products & Services,Main Market,1.200,8.32,6.30,Yes,Yes,No,No,No,No,No,No
7252,TEOSENG,TEO SENG CAPITAL BERHAD,Consumer Products & Services,Main Market,0.885,6.65,6.27,No,No,No,No,No,No,No,No
0197,WEGMANS,WEGMANS HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.340,1.00,6.27,No,No,No,No,Yes,No,No,Yes
6068,PCCS,PCCS GROUP BERHAD,Consumer Products & Services,Main Market,0.435,4.56,6.25,No,No,No,No,No,No,No,No
5010,TONGHER,TONG HERR RESOURCES BERHAD,Industrial Products & Services,Main Market,2.350,19.08,6.22,Yes,Yes,No,No,No,No,No,No
0182,LKL,LKL INTERNATIONAL BERHAD,Health Care,Ace Market,0.835,0.85,6.07,Yes,No,No,No,Yes,No,No,No
6888,AXIATA,AXIATA GROUP BERHAD,Telecommunications & Media,Main Market,3.820,10.40,6.05,Yes,No,No,No,No,No,No,No
5223,MENTIGA,MENTIGA CORPORATION BERHAD,Industrial Products & Services,Main Market,0.605,15.70,5.99,Yes,No,No,No,Yes,Yes,No,No
1171,MBSB,MALAYSIA BUILDING SOCIETY BERHAD,Financial Services,Main Market,0.710,7.59,5.98,Yes,No,No,No,Yes,No,No,No
7249,EWEIN,EWEIN BERHAD,Property,Main Market,0.335,5.43,5.96,No,No,No,No,Yes,No,No,No
7034,TGUAN,THONG GUAN INDUSTRIES BERHAD,Industrial Products & Services,Main Market,2.670,19.81,5.95,Yes,Yes,No,No,Yes,No,No,No
0113,MMSV,MMS VENTURES BERHAD,Technology,Main Market,0.665,1.78,5.95,No,No,No,No,No,No,No,No
7722,ASIABRN,ASIA BRANDS BERHAD,Consumer Products & Services,Main Market,0.650,5.24,5.88,Yes,No,No,Yes,No,No,No,Yes
5291,HPMT,HPMT HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.400,2.16,5.83,No,No,No,No,No,No,No,No
4197,SIME,SIME DARBY BERHAD,Consumer Products & Services,Main Market,2.330,12.57,5.82,No,No,No,No,Yes,No,No,Yes
4065,PPB,PPB GROUP BERHAD,Consumer Products & Services,Main Market,18.500,90.08,5.82,Yes,Yes,No,Yes,No,No,No,No
0120,VIS,VISDYNAMICS HOLDINGS BERHAD,Technology,Ace Market,0.520,1.38,5.74,No,No,No,No,No,No,No,No
8486,LIONPSIM,LION POSIM BERHAD,Industrial Products & Services,Main Market,0.570,14.56,5.73,Yes,Yes,No,No,No,No,No,Yes
5278,RHONEMA,RHONE MA HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.750,3.43,5.72,No,No,No,No,Yes,Yes,No,Yes
5401,TROP,TROPICANA CORPORATION BERHAD,Property,Main Market,0.800,18.90,5.71,Yes,No,No,No,No,No,No,No
5347,TENAGA,TENAGA NASIONAL BHD,Utilities,Main Market,10.800,53.19,5.63,No,No,No,No,No,No,No,No
5681,PETDAG,PETRONAS DAGANGAN BHD,Consumer Products & Services,Main Market,20.760,31.54,5.53,No,No,No,No,No,No,No,No
7140,OKA,OKA CORPORATION BHD,Industrial Products & Services,Main Market,0.675,4.09,5.53,No,No,No,Yes,No,No,No,No
3883,MUDA,MUDA HOLDINGS BERHAD,Industrial Products & Services,Main Market,2.750,19.84,5.51,Yes,Yes,No,No,No,No,No,No
3204,GKENT,GEORGE KENT (MALAYSIA) BERHAD,Construction,Main Market,0.770,5.31,5.51,No,No,No,No,No,No,No,No
7162,ASTINO,ASTINO BERHAD,Industrial Products & Services,Main Market,0.885,8.13,5.50,No,No,No,No,No,No,No,No
5167,TURBO,TURBO-MECH BERHAD,Industrial Products & Services,Main Market,0.740,5.59,5.48,Yes,No,No,No,Yes,Yes,No,No
5012,TAANN,TA ANN HOLDINGS BERHAD,Plantation,Main Market,3.110,18.54,5.47,Yes,Yes,No,Yes,Yes,Yes,No,Yes
6459,MNRB,MNRB HOLDINGS BERHAD,Financial Services,Main Market,1.010,17.80,5.44,Yes,No,No,No,Yes,Yes,No,No
5011,MSNIAGA,MESINIAGA BERHAD,Technology,Main Market,1.280,9.78,5.44,Yes,No,No,No,Yes,No,No,No
6633,LHI,LEONG HUP INTERNATIONAL BERHAD,Consumer Products & Services,Main Market,0.750,2.47,5.38,No,No,No,No,No,No,No,Yes
5271,PECCA,PECCA GROUP BERHAD,Industrial Products & Services,Main Market,1.630,4.72,5.33,No,No,No,Yes,No,No,No,No
1929,CHINTEK,CHIN TECK PLANTATIONS BERHAD,Plantation,Main Market,6.810,39.39,5.29,Yes,Yes,No,Yes,Yes,Yes,No,Yes
5080,POHKONG,POH KONG HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.810,7.55,5.28,Yes,No,No,Yes,No,No,No,No
0053,OSKVI,OSK VENTURES INTERNATIONAL BERHAD,Financial Services,Ace Market,0.505,4.73,5.26,Yes,Yes,No,No,Yes,No,No,No
7227,UMSNGB,UMS-NEIKEN GROUP BERHAD,Industrial Products & Services,Main Market,0.855,6.78,5.26,Yes,No,No,Yes,No,No,No,Yes
7172,PMBTECH,PMB TECHNOLOGY BERHAD,Industrial Products & Services,Main Market,4.200,13.82,5.22,Yes,No,No,No,Yes,No,No,No
7129,ASIAFLE,ASIA FILE CORPORATION BHD,Consumer Products & Services,Main Market,2.070,17.15,5.20,No,No,No,No,No,No,No,No
7214,ARANK,A-RANK BERHAD,Industrial Products & Services,Main Market,0.540,4.24,5.11,No,No,No,No,No,No,No,No
0158,SCC,SCC HOLDINGS BERHAD,Consumer Products & Services,Ace Market,0.390,1.54,5.11,No,No,No,No,No,No,No,No
5138,HSPLANT,HAP SENG PLANTATIONS HOLDINGS BERHAD,Plantation,Main Market,1.780,10.56,5.03,Yes,Yes,No,No,Yes,Yes,No,Yes
0187,BCMALL,BCM ALLIANCE BERHAD,Industrial Products & Services,Ace Market,0.270,0.65,5.02,No,No,No,No,No,No,No,No
5035,KNUSFOR,KNUSFORD BERHAD,Industrial Products & Services,Main Market,0.660,11.44,4.99,Yes,No,No,No,No,No,No,No
2291,GENP,GENTING PLANTATIONS BERHAD,Plantation,Main Market,9.990,26.41,4.97,Yes,Yes,No,No,Yes,Yes,No,Yes
5183,PCHEM,PETRONAS CHEMICALS GROUP BERHAD,Industrial Products & Services,Main Market,7.960,18.79,4.96,No,No,No,No,No,No,No,No
7114,DNONCE,D'NONCE TECHNOLOGY BHD,Industrial Products & Services,Main Market,0.560,2.26,4.92,Yes,Yes,No,No,No,Yes,No,No
5230,TUNEPRO,TUNE PROTECT GROUP BERHAD,Financial Services,Main Market,0.440,3.73,4.90,No,No,No,No,No,No,No,No
9997,PENSONI,PENSONIC HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.510,4.43,4.82,Yes,No,No,No,No,No,No,No
3859,MAGNUM,MAGNUM BERHAD,Consumer Products & Services,Main Market,2.290,8.24,4.82,No,No,No,No,No,No,No,No
5211,SUNWAY,SUNWAY BERHAD,Industrial Products & Services,Main Market,1.600,8.20,4.80,No,No,No,No,No,No,No,No
3913,MUIPROP,MUI PROPERTIES BERHAD,Property,Main Market,0.220,1.84,4.71,No,No,No,No,Yes,No,No,No
4324,HENGYUAN,HENGYUAN REFINING COMPANY BERHAD,Energy,Main Market,6.560,33.68,4.70,Yes,Yes,No,Yes,No,No,No,No
5054,TRC,TRC SYNERGY BERHAD,Construction,Main Market,0.370,4.20,4.67,No,Yes,No,No,No,No,No,No
0185,HSSEB,HSS ENGINEERS BERHAD,Industrial Products & Services,Main Market,0.665,2.10,4.67,Yes,Yes,No,Yes,Yes,Yes,No,No
9059,TSH,TSH RESOURCES BERHAD,Plantation,Main Market,1.150,4.67,4.66,Yes,Yes,No,Yes,Yes,No,No,No
0223,SAMAIDEN,SAMAIDEN GROUP BERHAD,Industrial Products & Services,Ace Market,1.520,1.94,4.60,No,No,No,Yes,No,No,No,Yes
4286,SEAL,SEAL INCORPORATED BERHAD,Property,Main Market,0.330,5.87,4.59,Yes,No,No,No,No,No,No,No
0024,JAG,JAG BERHAD,Industrial Products & Services,Ace Market,0.210,1.60,4.56,Yes,Yes,No,No,Yes,No,No,Yes
5130,ATRIUM,ATRIUM REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,1.150,5.88,4.56,Yes,Yes,No,No,Yes,Yes,No,Yes
7095,PIE,P.I.E. INDUSTRIAL BERHAD,Industrial Products & Services,Main Market,2.010,5.22,4.54,No,No,No,No,No,No,No,Yes
0172,OCK,OCK GROUP BERHAD,Telecommunications & Media,Main Market,0.440,2.54,4.53,No,No,No,No,No,No,No,No
5220,GLOTEC,GLOBALTEC FORMATION BERHAD,Industrial Products & Services,Main Market,0.450,4.12,4.53,Yes,Yes,No,Yes,No,No,No,No
7202,CSCENIC,CLASSIC SCENIC BERHAD,Consumer Products & Services,Main Market,0.910,3.48,4.52,No,No,No,Yes,No,No,No,No
7228,T7GLOBAL,T7 GLOBAL BERHAD,Energy,Main Market,0.445,1.84,4.50,Yes,Yes,No,No,No,No,No,No
7210,FREIGHT,FREIGHT MANAGEMENT HOLDINGS BERHAD,Transportation & Logistics,Main Market,0.825,4.66,4.44,Yes,Yes,No,Yes,Yes,No,No,Yes
5066,NTPM,NTPM HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.820,1.82,4.44,Yes,Yes,No,Yes,Yes,No,No,No
6491,KFIMA,KUMPULAN FIMA BERHAD,Industrial Products & Services,Main Market,1.700,12.42,4.37,No,No,No,Yes,Yes,No,No,No
5398,GAMUDA,GAMUDA BERHAD,Construction,Main Market,3.760,14.79,4.35,No,No,No,No,No,No,No,No
1538,SYMLIFE,SYMPHONY LIFE BERHAD,Property,Main Market,0.570,6.86,4.34,No,No,No,No,No,No,No,Yes
5280,KIPREIT,KIP REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,0.815,4.39,4.34,No,No,No,No,Yes,No,No,No
5191,TAMBUN,TAMBUN INDAH LAND BERHAD,Property,Main Market,0.690,6.35,4.32,No,No,No,No,No,No,No,No
7203,WANGZNG,WANG-ZHENG BERHAD,Consumer Products & Services,Main Market,0.830,5.43,4.31,No,No,No,No,No,No,No,No
1368,EDGENTA,UEM EDGENTA BERHAD,Industrial Products & Services,Main Market,1.930,7.54,4.31,No,No,No,No,No,No,No,No
5088,APEX,APEX EQUITY HOLDINGS BERHAD,Financial Services,Main Market,0.950,6.66,4.30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
9369,TGL,TEO GUAN LEE CORPORATION BERHAD,Consumer Products & Services,Main Market,1.040,9.49,4.26,No,No,No,No,No,No,No,No
3557,ECOFIRS,ECOFIRST CONSOLIDATED BHD,Property,Main Market,0.390,1.85,4.21,No,No,No,No,No,No,No,No
5049,CVIEW,COUNTRY VIEW BERHAD,Property,Main Market,1.130,17.38,4.21,No,No,No,No,No,No,No,No
7128,CAMRES,CAM RESOURCES BERHAD,Consumer Products & Services,Main Market,0.345,2.57,4.21,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0105,ASIAPLY,ASIA POLY HOLDINGS BERHAD,Industrial Products & Services,Ace Market,0.305,0.80,4.19,Yes,Yes,No,Yes,Yes,No,No,Yes
0078,GDEX,GD EXPRESS CARRIER BERHAD,Transportation & Logistics,Main Market,0.410,0.38,4.19,No,No,No,No,Yes,Yes,Yes,Yes
5269,ALSREIT,AL-SALAM REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,0.630,4.50,4.16,No,No,No,No,No,No,No,No
5257,CARIMIN,CARIMIN PETROLEUM BERHAD,Energy,Main Market,0.715,2.99,4.11,No,No,No,No,No,No,No,No
0823EA,PAM-C50,PRINCIPAL FTSE CHINA 50 ETF,ETF-Equity,ETF,1.690,6.55,4.08,No,No,No,No,Yes,No,No,No
0049,OCNCASH,OCEANCASH PACIFIC BERHAD,Consumer Products & Services,Main Market,0.595,1.63,4.05,No,No,No,No,No,No,No,No
0112,MIKROMB,MIKRO MSC BERHAD,Technology,Ace Market,0.210,0.67,4.01,Yes,No,No,No,No,No,No,No
0080,STRAITS,STRAITS INTER LOGISTICS BERHAD,Transportation & Logistics,Ace Market,0.180,0.69,3.95,No,No,No,No,Yes,No,No,No
5127,ARREIT,AMANAHRAYA REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,0.665,5.34,3.94,Yes,No,No,No,No,No,No,No
3905,MULPHA,MULPHA INTERNATIONAL BERHAD,Consumer Products & Services,Main Market,1.310,34.87,3.94,Yes,Yes,No,No,No,No,No,No
5212,PAVREIT,PAVILION REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,1.560,4.97,3.93,No,No,No,No,No,No,No,No
7006,LATITUD,LATITUDE TREE HOLDINGS BERHAD,Consumer Products & Services,Main Market,4.400,23.90,3.91,Yes,Yes,No,No,Yes,No,No,Yes
6599,AEON,AEON CO. (M) BHD,Consumer Products & Services,Main Market,1.120,4.57,3.91,No,No,No,No,No,No,No,No
5140,TASCO,TASCO BERHAD,Transportation & Logistics,Main Market,2.950,8.42,3.78,Yes,Yes,No,Yes,Yes,No,No,Yes
5185,AFFIN,AFFIN BANK BERHAD,Financial Services,Main Market,1.930,17.40,3.77,No,No,No,No,Yes,Yes,No,Yes
8478,HWATAI,HWA TAI INDUSTRIES BERHAD,Consumer Products & Services,Main Market,0.365,1.15,3.74,Yes,Yes,No,No,Yes,Yes,No,No
6297,BOXPAK,BOX-PAK (MALAYSIA) BERHAD,Industrial Products & Services,Main Market,1.380,7.50,3.72,Yes,Yes,No,Yes,No,No,No,Yes
5026,MHC,MHC PLANTATIONS BHD,Plantation,Main Market,0.785,4.64,3.71,Yes,No,No,No,Yes,No,No,No
5038,KSL,KSL HOLDINGS BERHAD,Property,Main Market,0.620,11.24,3.71,No,No,No,No,No,No,No,No
6769,JKGLAND,JKG LAND BERHAD,Property,Main Market,0.085,0.78,3.70,Yes,No,No,No,Yes,No,No,No
8605,FIHB,FEDERAL INTERNATIONAL HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.420,3.48,3.69,No,No,No,No,No,No,No,No
6238,HSL,HOCK SENG LEE BERHAD,Construction,Main Market,0.970,5.58,3.68,No,No,No,No,No,No,No,No
5789,LBS,LBS BINA GROUP BERHAD,Property,Main Market,0.415,3.20,3.67,No,No,No,No,No,No,No,No
7854,TIMWELL,TIMBERWELL BERHAD,Industrial Products & Services,Main Market,0.450,2.13,3.67,No,No,No,No,No,No,No,No
7179,LAGENDA,LAGENDA PROPERTIES BERHAD,Property,Main Market,1.160,12.27,3.62,Yes,Yes,No,Yes,Yes,Yes,No,Yes
0149,FIBON,FIBON BERHAD,Industrial Products & Services,Main Market,0.300,1.82,3.58,No,No,No,No,No,No,No,No
0054,KARYON,KARYON INDUSTRIES BERHAD,Industrial Products & Services,Main Market,0.210,0.79,3.57,No,No,No,No,No,No,No,No
5005,UNISEM,UNISEM (M) BERHAD,Technology,Main Market,6.010,7.00,3.55,Yes,Yes,Yes,Yes,No,No,No,Yes
7187,CHGP,CHIN HIN GROUP PROPERTY BERHAD,Transportation & Logistics,Main Market,0.490,1.41,3.53,Yes,Yes,No,No,Yes,No,No,No
0195,BINACOM,BINASAT COMMUNICATIONS BERHAD,Telecommunications & Media,Ace Market,0.380,1.06,3.53,No,Yes,No,No,No,No,No,No
7199,KEINHIN,KEIN HING INTERNATIONAL BERHAD,Industrial Products & Services,Main Market,0.575,3.77,3.52,Yes,No,No,Yes,No,No,No,No
0180,KTC,KIM TECK CHEONG CONSOLIDATED BERHAD,Consumer Products & Services,Ace Market,0.150,0.63,3.50,No,No,No,No,Yes,No,No,Yes
0100,ESCERAM,ES CERAMICS TECHNOLOGY BHD,Industrial Products & Services,Ace Market,0.495,1.01,3.47,Yes,No,No,Yes,Yes,No,No,Yes
6521,SURIA,SURIA CAPITAL HOLDINGS BERHAD,Transportation & Logistics,Main Market,1.030,11.32,3.46,No,No,No,No,No,No,No,No
7217,EMETALL,EONMETALL GROUP BERHAD,Industrial Products & Services,Main Market,0.650,4.66,3.45,Yes,No,No,No,Yes,No,No,Yes
5125,PANTECH,PANTECH GROUP HOLDINGS BERHAD,Industrial Products & Services,Main Market,0.415,3.02,3.43,No,No,No,No,No,No,No,No
8583,MAHSING,MAH SING GROUP BERHAD,Property,Main Market,0.900,4.83,3.43,No,No,No,No,No,No,No,No
7073,SEACERA,SEACERA GROUP BERHAD,Industrial Products & Services,Main Market,0.225,3.89,3.38,Yes,Yes,No,No,No,No,Yes,No
1023,CIMB,CIMB GROUP HOLDINGS BERHAD,Financial Services,Main Market,4.500,18.42,3.32,No,No,No,No,No,No,No,No
3484,DBHD,DAMANSARA HOLDINGS BERHAD,Property,Main Market,0.370,1.88,3.31,No,No,No,No,No,No,No,No
7226,WATTA,WATTA HOLDING BERHAD,Industrial Products & Services,Main Market,0.635,2.22,3.31,Yes,No,No,No,No,No,No,No
1058,MANULFE,MANULIFE HOLDINGS BERHAD,Financial Services,Main Market,2.050,14.04,3.30,Yes,No,No,No,Yes,Yes,No,No
3379,INSAS,INSAS BERHAD,Financial Services,Main Market,0.900,8.99,3.29,No,No,No,Yes,Yes,No,No,No
7083,ANALABS,ANALABS RESOURCES BERHAD,Industrial Products & Services,Main Market,1.170,7.84,3.25,Yes,Yes,No,Yes,No,No,No,No
8206,ECOWLD,ECO WORLD DEVELOPMENT GROUP BERHAD,Property,Main Market,0.490,5.10,3.25,No,No,No,No,Yes,No,No,No
8117,POLY,POLY GLASS FIBRE (M) BERHAD,Industrial Products & Services,Main Market,0.510,3.48,3.24,Yes,No,No,No,No,No,No,No
5176,SUNREIT,SUNWAY REAL ESTATE INVESTMENT TRUST,Real Estate Investment Trusts,Main Market,1.560,4.78,3.23,No,No,No,No,No,No,No,No
0227,EFRAME,ECONFRAME BERHAD,Industrial Products & Services,Ace Market,0.585,0.78,3.22,No,No,No,Yes,No,No,No,Yes
5068,LUSTER,LUSTER INDUSTRIES BHD.,Industrial Products & Services,Main Market,0.190,0.29,3.20,No,No,No,No,Yes,No,No,No
2852,CMSB,CAHYA MATA SARAWAK BERHAD,Industrial Products & Services,Main Market,1.950,8.01,3.19,No,No,No,No,No,No,No,No
5273,CHINHIN,CHIN HIN GROUP BERHAD,Industrial Products & Services,Main Market,1.350,2.57,3.18,No,No,No,No,No,No,No,Yes
0167,MCLEAN,MCLEAN TECHNOLOGIES BERHAD,Industrial Products & Services,Ace Market,0.200,0.44,3.17,Yes,Yes,No,Yes,No,No,No,No
6017,SHL,SHL CONSOLIDATED BHD,Property,Main Market,1.950,10.74,3.17,No,No,No,No,No,No,No,No
0116,FOCUS,FOCUS DYNAMICS GROUP BERHAD,Consumer Products & Services,Ace Market,0.700,0.07,3.13,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
7164,KNM,KNM GROUP BERHAD,Energy,Main Market,0.225,2.03,3.12,Yes,Yes,No,No,No,No,No,No
9873,PRESTAR,PRESTAR RESOURCES BERHAD,Industrial Products & Services,Main Market,0.785,4.65,3.12,Yes,No,No,Yes,No,No,No,Yes
5095,HEVEA,HEVEABOARD BERHAD,Industrial Products & Services,Main Market,0.750,2.28,3.08,No,No,No,Yes,No,No,No,No
7200,TEKSENG,TEK SENG HOLDINGS BERHAD,Consumer Products & Services,Main Market,0.710,1.75,3.07,Yes,Yes,Yes,Yes,Yes,No,No,No
7757,UPA,UPA CORPORATION BHD,Consumer Products & Services,Main Market,2.120,9.84,2.96,No,No,No,No,No,No,No,No
4057,ASIAPAC,ASIAN PAC HOLDINGS BERHAD,Property,Main Market,0.130,3.12,2.96,No,No,No,No,No,No,No,No
3743,SUNSURIA,SUNSURIA BERHAD,Property,Main Market,0.530,3.37,2.93,No,No,No,No,No,No,No,No
2542,RVIEW,RIVERVIEW RUBBER ESTATES BERHAD,Plantation,Main Market,3.000,12.31,2.92,Yes,Yes,No,Yes,Yes,Yes,No,Yes
9326,LBALUM,LB ALUMINIUM BERHAD,Industrial Products & Services,Main Market,0.640,3.56,2.90,No,No,No,Yes,No,No,No,No
0032,REDTONE,REDTONE INTERNATIONAL BERHAD,Telecommunications & Media,Ace Market,0.355,0.56,2.82,No,No,No,No,No,No,No,No
0218,ACO,ACO GROUP BERHAD,Industrial Products & Services,Ace Market,0.360,0.75,2.82,No,No,No,No,No,No,No,No
